long_1,long_2,long_3,long_4,long_5,long_6,long_7,long_8,long_9,long_10,short_1,short_2,short_3,short_4,short_5,short_6,short_7,short_8,short_9,short_10
2.928359,4.867812,4.434218,-0.547471,3.570937,1.147109,0.199843,-2.110704,2.035781,0.017104,5.328749,1.099257,-3.626329,-0.708360,2.348281,-1.364610,-2.011094,-2.386094,0.471816,-2.509141
-4.849245,-2.450807,0.027708,-1.394167,-4.177370,-8.224245,-11.755495,-9.247683,-6.107058,2.165404,0.239378,1.248411,3.057005,5.420286,-5.685183,1.283079,-2.173464,0.531370,1.567259,0.789244
3.555620,2.800737,2.289506,0.435502,0.121049,2.080766,-0.093794,-0.163130,-0.119185,2.665971,-0.225630,-1.453169,1.093217,-0.140669,-5.445357,0.375932,-4.867232,-3.304732,-0.675826,0.392534
-3.594342,-4.080670,-3.746686,-7.287702,-1.011334,-4.066998,-5.514264,-5.674420,-4.865827,-6.022077,2.677142,2.335345,2.737689,-0.447492,-2.717389,1.598041,-1.843366,0.842181,0.983783,1.077533
0.426329,0.382384,-0.256960,0.449767,-3.036073,-3.266542,-4.952089,1.556700,-1.160097,1.298888,-2.500917,-1.370058,-3.561464,-4.834901,-5.448183,1.460997,-2.866151,-5.897401,-4.858339,-6.159120
3.544852,5.091727,-0.761788,2.130790,0.830009,3.220634,-1.130929,2.537040,4.478446,-0.662179,-0.095773,-0.752023,-6.216866,-5.925851,4.919852,-6.103585,-2.881417,-5.652413,-2.237695,1.509696
-2.375637,-4.820950,-1.746731,-3.035793,-2.070949,-1.754543,3.352879,-0.303371,-2.742824,0.992283,-2.606106,-0.745754,-2.254543,-1.664699,3.925144,1.180027,3.030613,2.264012,0.548557,4.327488
0.534216,-0.122034,1.461951,1.013587,-0.703088,-2.597620,-1.798791,-3.324182,-0.869104,1.853552,0.587439,-0.463830,3.648474,-3.105432,0.170447,-4.906213,-0.406213,-4.898401,-5.742151,1.124411
-4.401865,-5.349131,-6.606943,1.564932,-3.837412,2.617666,-0.933847,-2.729990,-5.146006,-0.875498,-0.787729,-1.109384,-0.819223,-2.983896,-2.649912,1.937979,4.728994,2.312979,-0.472971,2.930166
-1.192576,1.517385,-1.164256,1.707814,-0.208201,-2.545115,-1.309764,2.409963,1.571096,-1.735545,-2.400584,1.173635,4.456838,4.718556,5.093556,-2.740428,3.839650,0.216054,-0.470408,0.758596
1.960888,-0.296437,2.449169,3.960888,-1.955128,-1.462940,-0.105519,-4.816456,-1.668019,2.225536,2.566356,3.956981,2.079052,4.847606,4.121044,-1.454151,0.228588,-3.228565,-1.460011,-0.589894
-6.445226,-5.214757,-3.511632,-3.718663,0.352381,-1.037999,-2.746007,0.017176,-4.675694,1.167567,-1.001867,0.131434,0.111415,-2.175695,2.342860,2.313563,2.539149,1.837977,-2.865148,0.902308
1.598342,0.815139,0.951857,4.703811,-2.797410,0.492873,4.383498,-0.304002,-2.169481,-2.485806,-0.731736,3.594435,0.613967,2.731154,-4.757127,4.192092,2.192092,0.188185,1.660842,-0.666307
1.047643,1.246862,3.233190,-1.043177,4.905065,6.401158,0.793737,-0.262904,-2.731654,-0.114466,-2.078578,-1.079310,-4.647670,-3.261927,2.686315,-0.725795,-3.195521,-2.397425,-0.770716,-3.895716
-3.173414,-4.040693,-7.029371,-6.892653,-6.601637,-2.420973,-3.455641,-4.375807,-1.304762,-2.271559,-1.834059,-5.906324,-5.047438,-4.909742,-1.357496,-4.800856,-2.446363,-2.360426,-2.021559,-4.408278
-0.019849,2.820972,1.070972,2.514331,1.543628,-0.261060,4.207690,3.383472,3.078784,0.526050,-2.562817,-0.027661,-1.386548,-0.516431,4.399096,1.617847,-1.396069,-0.218579,-1.833325,-0.715649
1.363529,2.364994,1.418705,-3.518795,1.862064,3.885502,-0.142330,0.275150,2.379642,4.715580,3.742924,2.624760,-0.400631,5.926517,6.797611,-0.159420,1.425541,1.251469,1.768803,0.879429
1.010406,5.676421,3.938140,2.086578,-0.192719,0.426421,-1.746430,-0.641938,-2.102875,0.442046,-2.082856,-0.561860,-0.042329,-3.658540,-5.575532,-4.122407,-2.987641,-1.972504,-3.628266,-6.403657
-1.302608,-0.587398,-0.153804,0.057134,-3.311030,-2.030757,0.010259,2.466313,2.614751,0.729985,0.109868,1.673345,4.005376,-2.689937,-0.437984,-1.002681,2.276860,5.856938,-2.678218,-2.968257
-1.410727,-1.950766,-2.013266,0.920816,2.151773,2.359781,5.064859,1.672281,2.877359,1.717203,0.025308,-1.453696,9.881266,4.693766,-0.681723,5.564859,3.926187,1.606851,1.443765,-2.968344
2.309258,2.287773,-1.547676,0.983086,3.758476,1.344414,3.625664,4.988945,3.660820,-3.524727,-1.791328,1.142266,3.766289,-1.928047,-3.616524,1.871758,0.980156,0.723320,-0.159492,1.721367
0.165905,-1.367786,3.805065,4.789440,-6.394154,2.607800,-1.530872,-2.335560,-1.685169,0.356335,-3.659778,-4.632435,3.418347,0.766979,-5.355091,-1.676380,-3.161731,-1.190052,-2.692981,-4.648060
-0.587638,-3.692130,1.895760,-4.539786,-2.205802,-1.147208,-2.430412,0.045846,1.530526,-0.821037,0.615487,-0.557609,-2.346427,0.964120,0.976815,-7.895255,-0.510978,-1.304435,0.719491,0.896737
2.392383,0.394336,-1.989941,-5.834179,-0.734570,1.716602,3.583790,4.337696,-1.015820,-3.870312,-1.590039,-2.682995,-2.203808,-6.193554,-1.660351,-1.814648,0.814258,2.552540,0.798633,-5.193554
3.776622,3.854747,-1.660879,2.428965,-0.768056,2.052012,1.444590,-2.739003,5.218028,2.030528,4.753184,7.846934,5.526621,2.186778,2.846934,5.995371,1.546153,3.251231,3.546153,-2.042714
1.785497,-0.011622,2.505224,5.505224,1.331396,-3.502589,3.220067,3.038427,4.739599,4.899755,1.348974,-0.505519,-1.842433,1.110692,6.235693,-3.897120,1.035497,1.591161,2.448583,1.091161
10.300524,9.152086,5.308336,3.144274,4.409899,8.011461,11.581774,7.800524,12.503649,-6.805922,-8.232679,-10.863539,-18.121351,-7.071547,-4.927504,-16.965101,-19.191664,-13.480726,-14.660414,-23.074476
-1.136885,-1.857588,0.491045,-7.185713,1.742632,-0.715010,1.470537,-1.050947,-2.709150,1.706377,0.860186,-0.857588,-1.234541,-5.119307,1.907712,4.292803,3.136553,0.522295,0.695147,1.712358
0.568633,1.117949,-1.876680,-1.165742,-3.304414,-2.859102,-3.851289,-4.312226,-1.696992,-0.146211,2.615020,3.138945,3.962188,0.656523,4.060821,-3.273164,0.825469,-0.636445,2.306792,5.445586
3.119886,0.764417,-2.311388,2.119886,6.709730,0.498792,-2.305407,0.323011,0.551527,-0.296130,0.996839,7.905042,3.307386,2.405042,2.444105,4.073011,-1.917223,-0.278552,-0.797106,-0.483630
2.301231,-0.722206,-2.256386,-3.606972,3.010215,1.475059,2.400840,3.049278,6.432090,0.863731,-0.100136,-2.679238,-4.103066,-2.576699,0.074669,-1.503212,2.275840,0.773887,0.127403,-0.435585
-1.098997,-2.089231,5.565065,-1.436888,-0.825560,1.855593,1.807497,-1.468138,-0.486692,2.068972,1.950808,0.913210,4.074831,1.183352,0.607546,2.340456,-0.565794,0.796022,-2.778685,5.193972
-7.207920,-8.211826,-2.731357,0.977627,1.870205,-1.301670,-1.775303,-1.996006,-6.110264,-1.977451,-2.973545,-3.774326,0.612881,-2.883701,-4.118076,-0.235996,-2.248935,-2.405185,-1.616123,-0.577427
0.289002,-1.931212,-1.129455,0.152772,0.517518,3.918397,-1.512267,-1.595275,-1.126037,1.877381,-1.172423,-0.879455,1.146913,-3.208556,-5.206603,-5.714416,2.568788,-3.509337,0.033143,-1.420470
